Score,Text,Tokens,Preprocessed_Text
5,this is the ultimate puppy food the kibbles are great for small breeds high in digestible nutrients as opposed to fillers some companies use less waste results from the high quality ingredients i have been hunting training showing and handling various breeds of dogs for nearly years with multiple national champions i have been highly satisfied with eukanubas quality and the results i have obtained feeding their foods my recent purchases are with wag through amazoncom their prices are the best i have found and they are very good at shipping immediately on items in stock,"['this', 'is', 'the', 'ultimate', 'puppy', 'food', 'the', 'kibble', 'are', 'great', 'for', 'small', 'breed', 'high', 'in', 'digestible', 'nutrient', 'a', 'opposed', 'to', 'filler', 'some', 'company', 'use', 'le', 'waste', 'result', 'from', 'the', 'high', 'quality', 'ingredient', 'i', 'have', 'been', 'hunting', 'training', 'showing', 'and', 'handling', 'various', 'breed', 'of', 'dog', 'for', 'nearly', 'year', 'with', 'multiple', 'national', 'champion', 'i', 'have', 'been', 'highly', 'satisfied', 'with', 'eukanubas', 'quality', 'and', 'the', 'result', 'i', 'have', 'obtained', 'feeding', 'their', 'food', 'my', 'recent', 'purchase', 'are', 'with', 'wag', 'through', 'amazoncom', 'their', 'price', 'are', 'the', 'best', 'i', 'have', 'found', 'and', 'they', 'are', 'very', 'good', 'at', 'shipping', 'immediately', 'on', 'item', 'in', 'stock']",this is the ultimate puppy food the kibble are great for small breed high in digestible nutrient a opposed to filler some company use le waste result from the high quality ingredient i have been hunting training showing and handling various breed of dog for nearly year with multiple national champion i have been highly satisfied with eukanubas quality and the result i have obtained feeding their food my recent purchase are with wag through amazoncom their price are the best i have found and they are very good at shipping immediately on item in stock
4,the recommendation when we bought our puppies lhasabichon mix and lhasapoodle mix was that we continue them on the food that they have had since being weaned this is a somewhat expensive food so i cant say that we were terribly pleased but we loaded up on the stuff and headed homelet me just say this i have had small dogs before never have i seen such gas issues both of them consistently had foul gas consistently usually when theyre sitting on our laps but you know theyre dogswhen we got through the first bag of this stuff we purchased more on amazon it was a great price for it since we got a lb bag for the price of i think a lb bag at petco but they continued to have gas i mean they loved the food dont get me wrong and they loved it more when wed mix in some water and it would be like soft food somehow that made their gas worse but i think ill have to give that responsible to the speed with which they chowed down cant blame the food itself for gluttonyeventually we switched their food no more farting i think it was due to the high fat content which undoubtedly is necessary for very small puppies they just need that in their diet i think that we were advised to keep them on it for much longer than was useful they said up until year yeah right you try dealing with gas for that long around mos of age we switched to puppychow much better granted they dont like it as much but we humans like it a whole lot better,"['the', 'recommendation', 'when', 'we', 'bought', 'our', 'puppy', 'lhasabichon', 'mix', 'and', 'lhasapoodle', 'mix', 'wa', 'that', 'we', 'continue', 'them', 'on', 'the', 'food', 'that', 'they', 'have', 'had', 'since', 'being', 'weaned', 'this', 'is', 'a', 'somewhat', 'expensive', 'food', 'so', 'i', 'cant', 'say', 'that', 'we', 'were', 'terribly', 'pleased', 'but', 'we', 'loaded', 'up', 'on', 'the', 'stuff', 'and', 'headed', 'homelet', 'me', 'just', 'say', 'this', 'i', 'have', 'had', 'small', 'dog', 'before', 'never', 'have', 'i', 'seen', 'such', 'gas', 'issue', 'both', 'of', 'them', 'consistently', 'had', 'foul', 'gas', 'consistently', 'usually', 'when', 'theyre', 'sitting', 'on', 'our', 'lap', 'but', 'you', 'know', 'theyre', 'dogswhen', 'we', 'got', 'through', 'the', 'first', 'bag', 'of', 'this', 'stuff', 'we', 'purchased', 'more', 'on', 'amazon', 'it', 'wa', 'a', 'great', 'price', 'for', 'it', 'since', 'we', 'got', 'a', 'lb', 'bag', 'for', 'the', 'price', 'of', 'i', 'think', 'a', 'lb', 'bag', 'at', 'petco', 'but', 'they', 'continued', 'to', 'have', 'gas', 'i', 'mean', 'they', 'loved', 'the', 'food', 'dont', 'get', 'me', 'wrong', 'and', 'they', 'loved', 'it', 'more', 'when', 'wed', 'mix', 'in', 'some', 'water', 'and', 'it', 'would', 'be', 'like', 'soft', 'food', 'somehow', 'that', 'made', 'their', 'gas', 'worse', 'but', 'i', 'think', 'ill', 'have', 'to', 'give', 'that', 'responsible', 'to', 'the', 'speed', 'with', 'which', 'they', 'chowed', 'down', 'cant', 'blame', 'the', 'food', 'itself', 'for', 'gluttonyeventually', 'we', 'switched', 'their', 'food', 'no', 'more', 'farting', 'i', 'think', 'it', 'wa', 'due', 'to', 'the', 'high', 'fat', 'content', 'which', 'undoubtedly', 'is', 'necessary', 'for', 'very', 'small', 'puppy', 'they', 'just', 'need', 'that', 'in', 'their', 'diet', 'i', 'think', 'that', 'we', 'were', 'advised', 'to', 'keep', 'them', 'on', 'it', 'for', 'much', 'longer', 'than', 'wa', 'useful', 'they', 'said', 'up', 'until', 'year', 'yeah', 'right', 'you', 'try', 'dealing', 'with', 'gas', 'for', 'that', 'long', 'around', 'mo', 'of', 'age', 'we', 'switched', 'to', 'puppychow', 'much', 'better', 'granted', 'they', 'dont', 'like', 'it', 'a', 'much', 'but', 'we', 'human', 'like', 'it', 'a', 'whole', 'lot', 'better']",the recommendation when we bought our puppy lhasabichon mix and lhasapoodle mix wa that we continue them on the food that they have had since being weaned this is a somewhat expensive food so i cant say that we were terribly pleased but we loaded up on the stuff and headed homelet me just say this i have had small dog before never have i seen such gas issue both of them consistently had foul gas consistently usually when theyre sitting on our lap but you know theyre dogswhen we got through the first bag of this stuff we purchased more on amazon it wa a great price for it since we got a lb bag for the price of i think a lb bag at petco but they continued to have gas i mean they loved the food dont get me wrong and they loved it more when wed mix in some water and it would be like soft food somehow that made their gas worse but i think ill have to give that responsible to the speed with which they chowed down cant blame the food itself for gluttonyeventually we switched their food no more farting i think it wa due to the high fat content which undoubtedly is necessary for very small puppy they just need that in their diet i think that we were advised to keep them on it for much longer than wa useful they said up until year yeah right you try dealing with gas for that long around mo of age we switched to puppychow much better granted they dont like it a much but we human like it a whole lot better
5,a very delicate green tea with a smooth light taste and an subtle floral tones and no bitter aftertastein the years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsi am so happy to find ahmad teas available here thanks amazon because only a few stores carry it in my area and they are quite a few miles away the current deal for the pack of is superb much cheaper than i can find locallythis is a great tasting tea which i am happy to recommend,"['a', 'very', 'delicate', 'green', 'tea', 'with', 'a', 'smooth', 'light', 'taste', 'and', 'an', 'subtle', 'floral', 'tone', 'and', 'no', 'bitter', 'aftertastein', 'the', 'year', 'we', 'have', 'been', 'drinking', 'ahmad', 'tea', 'not', 'even', 'once', 'have', 'we', 'been', 'disappointed', 'the', 'superb', 'quality', 'of', 'ahmad', 'tea', 'ha', 'remained', 'consistent', 'throughout', 'the', 'yearsi', 'am', 'so', 'happy', 'to', 'find', 'ahmad', 'tea', 'available', 'here', 'thanks', 'amazon', 'because', 'only', 'a', 'few', 'store', 'carry', 'it', 'in', 'my', 'area', 'and', 'they', 'are', 'quite', 'a', 'few', 'mile', 'away', 'the', 'current', 'deal', 'for', 'the', 'pack', 'of', 'is', 'superb', 'much', 'cheaper', 'than', 'i', 'can', 'find', 'locallythis', 'is', 'a', 'great', 'tasting', 'tea', 'which', 'i', 'am', 'happy', 'to', 'recommend']",a very delicate green tea with a smooth light taste and an subtle floral tone and no bitter aftertastein the year we have been drinking ahmad tea not even once have we been disappointed the superb quality of ahmad tea ha remained consistent throughout the yearsi am so happy to find ahmad tea available here thanks amazon because only a few store carry it in my area and they are quite a few mile away the current deal for the pack of is superb much cheaper than i can find locallythis is a great tasting tea which i am happy to recommend
5,fresha great way to get a little chocolate in my life without a million calories they taste just like chocolate pudding,"['fresha', 'great', 'way', 'to', 'get', 'a', 'little', 'chocolate', 'in', 'my', 'life', 'without', 'a', 'million', 'calorie', 'they', 'taste', 'just', 'like', 'chocolate', 'pudding']",fresha great way to get a little chocolate in my life without a million calorie they taste just like chocolate pudding
5,if you like the ceylon tea variety you will certainly enjoy and appreciate this teai am so happy to find ahmad teas available here thanks amazon and very surprised at the negative review from because in the years we have been drinking ahmad teas not even once have we been disappointed the superb quality of ahmad teas has remained consistent throughout the yearsthe current deal for the pack of is very good cheaper than i can find locallyhighly recommendednote this listings description is confusing each packet of tea weighs grams which equals pounds or ounces,"['if', 'you', 'like', 'the', 'ceylon', 'tea', 'variety', 'you', 'will', 'certainly', 'enjoy', 'and', 'appreciate', 'this', 'teai', 'am', 'so', 'happy', 'to', 'find', 'ahmad', 'tea', 'available', 'here', 'thanks', 'amazon', 'and', 'very', 'surprised', 'at', 'the', 'negative', 'review', 'from', 'because', 'in', 'the', 'year', 'we', 'have', 'been', 'drinking', 'ahmad', 'tea', 'not', 'even', 'once', 'have', 'we', 'been', 'disappointed', 'the', 'superb', 'quality', 'of', 'ahmad', 'tea', 'ha', 'remained', 'consistent', 'throughout', 'the', 'yearsthe', 'current', 'deal', 'for', 'the', 'pack', 'of', 'is', 'very', 'good', 'cheaper', 'than', 'i', 'can', 'find', 'locallyhighly', 'recommendednote', 'this', 'listing', 'description', 'is', 'confusing', 'each', 'packet', 'of', 'tea', 'weighs', 'gram', 'which', 'equal', 'pound', 'or', 'ounce']",if you like the ceylon tea variety you will certainly enjoy and appreciate this teai am so happy to find ahmad tea available here thanks amazon and very surprised at the negative review from because in the year we have been drinking ahmad tea not even once have we been disappointed the superb quality of ahmad tea ha remained consistent throughout the yearsthe current deal for the pack of is very good cheaper than i can find locallyhighly recommendednote this listing description is confusing each packet of tea weighs gram which equal pound or ounce
5,ive been enjoying this tea for years this tea is good mornings afternoons or evenings my local store went out of buisinessthanks amazon i use a bodum tea press to prepare a pot,"['ive', 'been', 'enjoying', 'this', 'tea', 'for', 'year', 'this', 'tea', 'is', 'good', 'morning', 'afternoon', 'or', 'evening', 'my', 'local', 'store', 'went', 'out', 'of', 'buisinessthanks', 'amazon', 'i', 'use', 'a', 'bodum', 'tea', 'press', 'to', 'prepare', 'a', 'pot']",ive been enjoying this tea for year this tea is good morning afternoon or evening my local store went out of buisinessthanks amazon i use a bodum tea press to prepare a pot
5,hi i have to have black tea everyday i have done it in the past years and its a habit of mine ahmad tea is one of my favorite brands and i highly recommend it if you like black tea i think this is going to remain my favorite for the next years or so,"['hi', 'i', 'have', 'to', 'have', 'black', 'tea', 'everyday', 'i', 'have', 'done', 'it', 'in', 'the', 'past', 'year', 'and', 'it', 'a', 'habit', 'of', 'mine', 'ahmad', 'tea', 'is', 'one', 'of', 'my', 'favorite', 'brand', 'and', 'i', 'highly', 'recommend', 'it', 'if', 'you', 'like', 'black', 'tea', 'i', 'think', 'this', 'is', 'going', 'to', 'remain', 'my', 'favorite', 'for', 'the', 'next', 'year', 'or', 'so']",hi i have to have black tea everyday i have done it in the past year and it a habit of mine ahmad tea is one of my favorite brand and i highly recommend it if you like black tea i think this is going to remain my favorite for the next year or so
4,i have tried it out despite the other review and i found that this is exactly the same tea i buy in either russian or italian groceries,"['i', 'have', 'tried', 'it', 'out', 'despite', 'the', 'other', 'review', 'and', 'i', 'found', 'that', 'this', 'is', 'exactly', 'the', 'same', 'tea', 'i', 'buy', 'in', 'either', 'russian', 'or', 'italian', 'grocery']",i have tried it out despite the other review and i found that this is exactly the same tea i buy in either russian or italian grocery
4,ahmad tea is an excellent looseleaf tea eith hot or for making iced tea great flavor with no lingering aftertaste,"['ahmad', 'tea', 'is', 'an', 'excellent', 'looseleaf', 'tea', 'eith', 'hot', 'or', 'for', 'making', 'iced', 'tea', 'great', 'flavor', 'with', 'no', 'lingering', 'aftertaste']",ahmad tea is an excellent looseleaf tea eith hot or for making iced tea great flavor with no lingering aftertaste
2,ive been drinking this tea for the past or years usually buying a box or two when visiting large metropolitan areas where many middleeastern stores carry loose ahmad teas usually at for a pound box ive always considered it an unremarkable but robust tea with enough aroma and taste and beautiful reddish color perhaps not good enough a tea to drink on its own but a decent base for mixesthis tea however is nothing of the sort freshly opened package has almost no characteristic tea smell and the brewed tea is weak flat and tasteless somehow it just does not seem to be the same product anymore so you get a lot of tea for the money but the quality is such that you might as well drink lipton bags they are not that much worse,"['ive', 'been', 'drinking', 'this', 'tea', 'for', 'the', 'past', 'or', 'year', 'usually', 'buying', 'a', 'box', 'or', 'two', 'when', 'visiting', 'large', 'metropolitan', 'area', 'where', 'many', 'middleeastern', 'store', 'carry', 'loose', 'ahmad', 'tea', 'usually', 'at', 'for', 'a', 'pound', 'box', 'ive', 'always', 'considered', 'it', 'an', 'unremarkable', 'but', 'robust', 'tea', 'with', 'enough', 'aroma', 'and', 'taste', 'and', 'beautiful', 'reddish', 'color', 'perhaps', 'not', 'good', 'enough', 'a', 'tea', 'to', 'drink', 'on', 'it', 'own', 'but', 'a', 'decent', 'base', 'for', 'mixesthis', 'tea', 'however', 'is', 'nothing', 'of', 'the', 'sort', 'freshly', 'opened', 'package', 'ha', 'almost', 'no', 'characteristic', 'tea', 'smell', 'and', 'the', 'brewed', 'tea', 'is', 'weak', 'flat', 'and', 'tasteless', 'somehow', 'it', 'just', 'doe', 'not', 'seem', 'to', 'be', 'the', 'same', 'product', 'anymore', 'so', 'you', 'get', 'a', 'lot', 'of', 'tea', 'for', 'the', 'money', 'but', 'the', 'quality', 'is', 'such', 'that', 'you', 'might', 'a', 'well', 'drink', 'lipton', 'bag', 'they', 'are', 'not', 'that', 'much', 'worse']",ive been drinking this tea for the past or year usually buying a box or two when visiting large metropolitan area where many middleeastern store carry loose ahmad tea usually at for a pound box ive always considered it an unremarkable but robust tea with enough aroma and taste and beautiful reddish color perhaps not good enough a tea to drink on it own but a decent base for mixesthis tea however is nothing of the sort freshly opened package ha almost no characteristic tea smell and the brewed tea is weak flat and tasteless somehow it just doe not seem to be the same product anymore so you get a lot of tea for the money but the quality is such that you might a well drink lipton bag they are not that much worse
5,i love love love this deal its way fun to pick from so many teas and chocolates and ciders as well as many coffees the other outfits that assemble samplers are boring they do the choosing and from a much narrower range the sellers here are very nice also and will answer questions via email about the slightly confusing ordering method its easy if you want great packaging forget it they ship fast and the kups are just tossed loose in a box who cares,"['i', 'love', 'love', 'love', 'this', 'deal', 'it', 'way', 'fun', 'to', 'pick', 'from', 'so', 'many', 'tea', 'and', 'chocolate', 'and', 'cider', 'a', 'well', 'a', 'many', 'coffee', 'the', 'other', 'outfit', 'that', 'assemble', 'sampler', 'are', 'boring', 'they', 'do', 'the', 'choosing', 'and', 'from', 'a', 'much', 'narrower', 'range', 'the', 'seller', 'here', 'are', 'very', 'nice', 'also', 'and', 'will', 'answer', 'question', 'via', 'email', 'about', 'the', 'slightly', 'confusing', 'ordering', 'method', 'it', 'easy', 'if', 'you', 'want', 'great', 'packaging', 'forget', 'it', 'they', 'ship', 'fast', 'and', 'the', 'kups', 'are', 'just', 'tossed', 'loose', 'in', 'a', 'box', 'who', 'care']",i love love love this deal it way fun to pick from so many tea and chocolate and cider a well a many coffee the other outfit that assemble sampler are boring they do the choosing and from a much narrower range the seller here are very nice also and will answer question via email about the slightly confusing ordering method it easy if you want great packaging forget it they ship fast and the kups are just tossed loose in a box who care
5,once youve tried some random sampler packs and now are overloaded with decafsextra bolds or teas this is a great way to get exactly the brands or style that you want received the order in a couple of days and was exactly what i ordered this was my second order and ill be ordering this item again,"['once', 'youve', 'tried', 'some', 'random', 'sampler', 'pack', 'and', 'now', 'are', 'overloaded', 'with', 'decafsextra', 'bold', 'or', 'tea', 'this', 'is', 'a', 'great', 'way', 'to', 'get', 'exactly', 'the', 'brand', 'or', 'style', 'that', 'you', 'want', 'received', 'the', 'order', 'in', 'a', 'couple', 'of', 'day', 'and', 'wa', 'exactly', 'what', 'i', 'ordered', 'this', 'wa', 'my', 'second', 'order', 'and', 'ill', 'be', 'ordering', 'this', 'item', 'again']",once youve tried some random sampler pack and now are overloaded with decafsextra bold or tea this is a great way to get exactly the brand or style that you want received the order in a couple of day and wa exactly what i ordered this wa my second order and ill be ordering this item again
5,good products and fast shipping equals a happy me a little pricey but you can hand pick a few good flavorsa few i cant find anywhere else so def worth the price,"['good', 'product', 'and', 'fast', 'shipping', 'equal', 'a', 'happy', 'me', 'a', 'little', 'pricey', 'but', 'you', 'can', 'hand', 'pick', 'a', 'few', 'good', 'flavorsa', 'few', 'i', 'cant', 'find', 'anywhere', 'else', 'so', 'def', 'worth', 'the', 'price']",good product and fast shipping equal a happy me a little pricey but you can hand pick a few good flavorsa few i cant find anywhere else so def worth the price
5,if used on a daily basis you will keep your gums healty and between your teeth clean and free of plack,"['if', 'used', 'on', 'a', 'daily', 'basis', 'you', 'will', 'keep', 'your', 'gum', 'healty', 'and', 'between', 'your', 'teeth', 'clean', 'and', 'free', 'of', 'plack']",if used on a daily basis you will keep your gum healty and between your teeth clean and free of plack
5,wow this product is very impressive i bought the oz blueberry and was pleased with packaging price and shipping the powder dissolves instantly even in water ive just been mixing a tsp in a small glass of water for now and drinking it down and it tastes great but will add it to my smoothies and juiced fruit juices next this product is so economical compared to purchasing fresh blueberries especially because there is no waste due to mold or overripe berries thrown away i think you could add this to baked or unbaked foods as well im excited to add more of the superfoods to my diet in this fast and easy way i definitely will being trying the other flavors soon,"['wow', 'this', 'product', 'is', 'very', 'impressive', 'i', 'bought', 'the', 'oz', 'blueberry', 'and', 'wa', 'pleased', 'with', 'packaging', 'price', 'and', 'shipping', 'the', 'powder', 'dissolve', 'instantly', 'even', 'in', 'water', 'ive', 'just', 'been', 'mixing', 'a', 'tsp', 'in', 'a', 'small', 'glass', 'of', 'water', 'for', 'now', 'and', 'drinking', 'it', 'down', 'and', 'it', 'taste', 'great', 'but', 'will', 'add', 'it', 'to', 'my', 'smoothy', 'and', 'juiced', 'fruit', 'juice', 'next', 'this', 'product', 'is', 'so', 'economical', 'compared', 'to', 'purchasing', 'fresh', 'blueberry', 'especially', 'because', 'there', 'is', 'no', 'waste', 'due', 'to', 'mold', 'or', 'overripe', 'berry', 'thrown', 'away', 'i', 'think', 'you', 'could', 'add', 'this', 'to', 'baked', 'or', 'unbaked', 'food', 'a', 'well', 'im', 'excited', 'to', 'add', 'more', 'of', 'the', 'superfoods', 'to', 'my', 'diet', 'in', 'this', 'fast', 'and', 'easy', 'way', 'i', 'definitely', 'will', 'being', 'trying', 'the', 'other', 'flavor', 'soon']",wow this product is very impressive i bought the oz blueberry and wa pleased with packaging price and shipping the powder dissolve instantly even in water ive just been mixing a tsp in a small glass of water for now and drinking it down and it taste great but will add it to my smoothy and juiced fruit juice next this product is so economical compared to purchasing fresh blueberry especially because there is no waste due to mold or overripe berry thrown away i think you could add this to baked or unbaked food a well im excited to add more of the superfoods to my diet in this fast and easy way i definitely will being trying the other flavor soon
3,the pork chops from omaha steaks were very tasty but at the same time exceptionally dry pork is usually dry meat but these were to the extreme possibly shipping them frozen and keeping them frozen was partly the problem,"['the', 'pork', 'chop', 'from', 'omaha', 'steak', 'were', 'very', 'tasty', 'but', 'at', 'the', 'same', 'time', 'exceptionally', 'dry', 'pork', 'is', 'usually', 'dry', 'meat', 'but', 'these', 'were', 'to', 'the', 'extreme', 'possibly', 'shipping', 'them', 'frozen', 'and', 'keeping', 'them', 'frozen', 'wa', 'partly', 'the', 'problem']",the pork chop from omaha steak were very tasty but at the same time exceptionally dry pork is usually dry meat but these were to the extreme possibly shipping them frozen and keeping them frozen wa partly the problem
1,five minutes in one tentacle was bitten off ball inside cracked in half not durable enough to be a dog toy disappointed so is the dog,"['five', 'minute', 'in', 'one', 'tentacle', 'wa', 'bitten', 'off', 'ball', 'inside', 'cracked', 'in', 'half', 'not', 'durable', 'enough', 'to', 'be', 'a', 'dog', 'toy', 'disappointed', 'so', 'is', 'the', 'dog']",five minute in one tentacle wa bitten off ball inside cracked in half not durable enough to be a dog toy disappointed so is the dog
4,i am chemical sensitive as well as sugarfree i have been using this product for over a year i use it maybe once a week at the most i drink the bottle and then boost my energy after an hour or two depending on how i feel imo this doesnt replace my am coffee but is sweet in the early afternoon when i start to fade once in a while i drink a full bottle before a workout ive been drinking guayaki yerba mate teas for years compared to the many toxic energy boosters out there i highly recommend this this product is clean and doesnt leave nasty chems behind in the body try it before you judge from a review everyones body reacts differently,"['i', 'am', 'chemical', 'sensitive', 'a', 'well', 'a', 'sugarfree', 'i', 'have', 'been', 'using', 'this', 'product', 'for', 'over', 'a', 'year', 'i', 'use', 'it', 'maybe', 'once', 'a', 'week', 'at', 'the', 'most', 'i', 'drink', 'the', 'bottle', 'and', 'then', 'boost', 'my', 'energy', 'after', 'an', 'hour', 'or', 'two', 'depending', 'on', 'how', 'i', 'feel', 'imo', 'this', 'doesnt', 'replace', 'my', 'am', 'coffee', 'but', 'is', 'sweet', 'in', 'the', 'early', 'afternoon', 'when', 'i', 'start', 'to', 'fade', 'once', 'in', 'a', 'while', 'i', 'drink', 'a', 'full', 'bottle', 'before', 'a', 'workout', 'ive', 'been', 'drinking', 'guayaki', 'yerba', 'mate', 'tea', 'for', 'year', 'compared', 'to', 'the', 'many', 'toxic', 'energy', 'booster', 'out', 'there', 'i', 'highly', 'recommend', 'this', 'this', 'product', 'is', 'clean', 'and', 'doesnt', 'leave', 'nasty', 'chems', 'behind', 'in', 'the', 'body', 'try', 'it', 'before', 'you', 'judge', 'from', 'a', 'review', 'everyones', 'body', 'reacts', 'differently']",i am chemical sensitive a well a sugarfree i have been using this product for over a year i use it maybe once a week at the most i drink the bottle and then boost my energy after an hour or two depending on how i feel imo this doesnt replace my am coffee but is sweet in the early afternoon when i start to fade once in a while i drink a full bottle before a workout ive been drinking guayaki yerba mate tea for year compared to the many toxic energy booster out there i highly recommend this this product is clean and doesnt leave nasty chems behind in the body try it before you judge from a review everyones body reacts differently
1,i felt energized within five minutes but it lasted for about minutes i paid for this drink i could have just drunk a cup of coffee and saved my money,"['i', 'felt', 'energized', 'within', 'five', 'minute', 'but', 'it', 'lasted', 'for', 'about', 'minute', 'i', 'paid', 'for', 'this', 'drink', 'i', 'could', 'have', 'just', 'drunk', 'a', 'cup', 'of', 'coffee', 'and', 'saved', 'my', 'money']",i felt energized within five minute but it lasted for about minute i paid for this drink i could have just drunk a cup of coffee and saved my money
2,yes its probably healthier than hour energy or starbucks shots but if youre looking to avoid a caffeine overload this is still not for you most energy drinks cannot be made w out a high dosage of caffeine i believe the caffeine content of guayaki shot is ml probably lower than other unhealthy energy shot drinks but i believe most other people avoid the top brands bc they contain too much caffeine andor sugar if you do not react well to caffeine guayaki is not a good buy either i definitely feel an energy boost w full guayaki shot but not w out all the other caffeine side effects irritability nervousness moodswings caffeine overdose is why i stopped drinking coffee but it looks even organic energy drinks are still not safenow youre not sensitive to caffeine then its a great buy its not loaded w sugar the taste is easy and pleasant its not loaded w a bunch of chemicals like hour shots or starbucks drinks and the energy boost lasts for about to hours takes about to minutes to kick in but all this probably depends on your bodyweightside note if you want to feel energized during the day have a protein drink first thing in the morning and stay away for heavy fattening foods during the day that will make you feel sluggish and sleepy,"['yes', 'it', 'probably', 'healthier', 'than', 'hour', 'energy', 'or', 'starbucks', 'shot', 'but', 'if', 'youre', 'looking', 'to', 'avoid', 'a', 'caffeine', 'overload', 'this', 'is', 'still', 'not', 'for', 'you', 'most', 'energy', 'drink', 'can', 'not', 'be', 'made', 'w', 'out', 'a', 'high', 'dosage', 'of', 'caffeine', 'i', 'believe', 'the', 'caffeine', 'content', 'of', 'guayaki', 'shot', 'is', 'ml', 'probably', 'lower', 'than', 'other', 'unhealthy', 'energy', 'shot', 'drink', 'but', 'i', 'believe', 'most', 'other', 'people', 'avoid', 'the', 'top', 'brand', 'bc', 'they', 'contain', 'too', 'much', 'caffeine', 'andor', 'sugar', 'if', 'you', 'do', 'not', 'react', 'well', 'to', 'caffeine', 'guayaki', 'is', 'not', 'a', 'good', 'buy', 'either', 'i', 'definitely', 'feel', 'an', 'energy', 'boost', 'w', 'full', 'guayaki', 'shot', 'but', 'not', 'w', 'out', 'all', 'the', 'other', 'caffeine', 'side', 'effect', 'irritability', 'nervousness', 'moodswings', 'caffeine', 'overdose', 'is', 'why', 'i', 'stopped', 'drinking', 'coffee', 'but', 'it', 'look', 'even', 'organic', 'energy', 'drink', 'are', 'still', 'not', 'safenow', 'youre', 'not', 'sensitive', 'to', 'caffeine', 'then', 'it', 'a', 'great', 'buy', 'it', 'not', 'loaded', 'w', 'sugar', 'the', 'taste', 'is', 'easy', 'and', 'pleasant', 'it', 'not', 'loaded', 'w', 'a', 'bunch', 'of', 'chemical', 'like', 'hour', 'shot', 'or', 'starbucks', 'drink', 'and', 'the', 'energy', 'boost', 'last', 'for', 'about', 'to', 'hour', 'take', 'about', 'to', 'minute', 'to', 'kick', 'in', 'but', 'all', 'this', 'probably', 'depends', 'on', 'your', 'bodyweightside', 'note', 'if', 'you', 'want', 'to', 'feel', 'energized', 'during', 'the', 'day', 'have', 'a', 'protein', 'drink', 'first', 'thing', 'in', 'the', 'morning', 'and', 'stay', 'away', 'for', 'heavy', 'fattening', 'food', 'during', 'the', 'day', 'that', 'will', 'make', 'you', 'feel', 'sluggish', 'and', 'sleepy']",yes it probably healthier than hour energy or starbucks shot but if youre looking to avoid a caffeine overload this is still not for you most energy drink can not be made w out a high dosage of caffeine i believe the caffeine content of guayaki shot is ml probably lower than other unhealthy energy shot drink but i believe most other people avoid the top brand bc they contain too much caffeine andor sugar if you do not react well to caffeine guayaki is not a good buy either i definitely feel an energy boost w full guayaki shot but not w out all the other caffeine side effect irritability nervousness moodswings caffeine overdose is why i stopped drinking coffee but it look even organic energy drink are still not safenow youre not sensitive to caffeine then it a great buy it not loaded w sugar the taste is easy and pleasant it not loaded w a bunch of chemical like hour shot or starbucks drink and the energy boost last for about to hour take about to minute to kick in but all this probably depends on your bodyweightside note if you want to feel energized during the day have a protein drink first thing in the morning and stay away for heavy fattening food during the day that will make you feel sluggish and sleepy
5,these nature valley nut lovers variety pack was perfect although i wasnt sure about the peanut butter bar it was excellent i loved the roasted almond roasted pecan and the peanut butteri will definately buy from this seller again quick shipping and very fresh,"['these', 'nature', 'valley', 'nut', 'lover', 'variety', 'pack', 'wa', 'perfect', 'although', 'i', 'wasnt', 'sure', 'about', 'the', 'peanut', 'butter', 'bar', 'it', 'wa', 'excellent', 'i', 'loved', 'the', 'roasted', 'almond', 'roasted', 'pecan', 'and', 'the', 'peanut', 'butteri', 'will', 'definately', 'buy', 'from', 'this', 'seller', 'again', 'quick', 'shipping', 'and', 'very', 'fresh']",these nature valley nut lover variety pack wa perfect although i wasnt sure about the peanut butter bar it wa excellent i loved the roasted almond roasted pecan and the peanut butteri will definately buy from this seller again quick shipping and very fresh
